question,answer,generate_answer
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có năng lực ngoại ngữ ở mức độ nào?,Tương đương trình độ Bậc 3/6 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.,"- Năng lực ngoại ngữ của sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần đạt mức tiếng Anh tương đương với trình độ đại học, cụ thể là trình độ tiếng Anh của sinh viên tốt nghiệp đại học trong nước"
Ngành Thiết kế Công nghiệp và Đồ họa trang bị cho sinh viên những kiến thức gì về công nghệ?,Các kiến thức về công nghệ kĩ thuật và nghệ thuật vào lĩnh vực thiết kế công nghiệp và đồ họa.,PLO 2. Vận dụng các kiến thức về công nghệ kĩ thuật và nghệ thuật vào lĩnh vực thiết kế công nghiệp và đồ họa. PLO 3. Giải quyết được các bài toán trong thiết kế công nghiệp và đồ
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa có được trang bị kiến thức về pháp luật không?,"Có, sinh viên được trang bị kiến thức cơ bản về khoa học xã hội, khoa học chính trị và pháp luật.",Có
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có kỹ năng gì về công cụ thiết kế?,Sử dụng thành thạo các công cụ thiết kế hiện đại cho lĩnh vực thiết kế công nghiệp và đồ họa.,"Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có kỹ năng sử dụng các công cụ hỗ trợ thiết kế và mô phỏng trên máy tính. Cụ thể, họ cần có khả năng vận hành, lập trình trên"
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có phẩm chất nghề nghiệp như thế nào?,"Trung thực, khách quan, thúc đẩy công bằng và nhân đạo, cầu tiến, hợp tác, nghiêm túc với công việc được giao.","- Tuân thủ pháp luật, đạo đức nghề nghiệp"
"Sau khi tốt nghiệp, sinh viên ngành Thiết kế Công nghiệp và Đồ họa có thể làm việc ở những loại hình tổ chức nào?","Các tổ chức, doanh nghiệp trong và ngoài nước của lĩnh thiết kế công nghiệp và đồ hoạ.",Không biết
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có mức độ tự chủ và trách nhiệm như thế nào?,"Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện tính trung thực, chịu trách nhiệm cá nhân, hỗ trợ đồng nghiệp; tự chủ, tự chịu trách nhiệm trong công việc.","PLO 10. Chủ động (5) tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện tính trung thực, chịu trách nhiệm cá nhân, hỗ trợ đồng nghiệp; tự chủ, tự chịu trách nhiệm trong công việc"
Ngành Thiết kế Công nghiệp và Đồ họa đào tạo sinh viên những kỹ năng thiết kế nào?,"Thiết kế được các sản phẩm kĩ thuật, công nghiệp và đồ họa.","- Vận dụng được kiến thức cơ bản về khoa học xã hội, khoa học chính trị và pháp luật; về văn hóa, xã hội và nhân văn; về rèn luyện thể chất và quốc phòng."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có khả năng gì để giải quyết vấn đề?,"Phân tích được các tình huống trên cơ sở tư duy logic, biện chứng để giải quyết các vấn đề thực tế trong lĩnh vực thiết kế công nghiệp và đồ họa.","Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có khả năng tự học, tự nghiên cứu và nâng cao trình độ. Họ cũng cần có khả năng thích nghi cao với sự phát triển nhanh chóng"
"Sau khi tốt nghiệp, sinh viên ngành Thiết kế Công nghiệp và Đồ họa có thể học lên các chuyên ngành nào?","Thiết kế kĩ thuật, thiết kế công nghiệp, thiết kế hệ thống, thiết kế đồ hoạ, thiết kế mĩ thuật và thiết kế sản phẩm.","Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa có thể học tiếp lên trình độ sau đại học, nghiên cứu sinh tại các cơ sở đào tạo trong nước cũng như nước ngoài về lĩnh vực thiết kế kỹ thuật, thiết"
Tổng số tín chỉ của chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ là bao nhiêu?,165 tín chỉ.,165 tín chỉ
Sinh viên ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ cần tích lũy bao nhiêu tín chỉ khối kiến thức chung?,21 tín chỉ.,21 tín chỉ
Số tín chỉ của học phần Triết học Mác – Lênin trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ là bao nhiêu?,3 tín chỉ.,Không biết
Học phần Kinh tế chính trị Mác – Lênin trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Triết học Mác - Lênin.,| Mã học phần | Học phần | Số tín chỉ | Số giờ tín chỉ | Mã số học phần tiên quyết
Học phần Giải tích 2 trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Giải tích 1.,Không biết
Số tín chỉ của học phần Tiếng Anh B1 trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ là bao nhiêu?,5 tín chỉ.,Không biết
Học phần Cấu trúc dữ liệu và giải thuật trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Nhập môn lập trình.,Không biết
Học phần Toán học rời rạc trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu các học phần tiên quyết nào?,Đại số và Giải tích 1.,Không biết
Học phần Cơ sở dữ liệu trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Nhập môn lập trình.,Không biết
Học phần Mạng máy tính trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Nhập môn lập trình.,Không biết
Học phần Truyền thông số và mã hóa trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Tín hiệu và hệ thống.,Không biết
Học phần Mạng không dây trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Mạng máy tính.,Không biết
Học phần An toàn và an ninh mạng trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,Mạng máy tính.,Không biết
Sinh viên ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ cần tích lũy tối thiểu bao nhiêu tín chỉ từ nhóm các học phần tự chọn?,33 tín chỉ.,Không biết
Học phần Kỹ năng khởi nghiệp thuộc khối kiến thức nào trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại học Công nghệ?,Khối kiến thức ngành.,Học phần Kỹ năng khởi nghiệp (UET1002) thuộc khối kiến thức chung trong chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 của Trường Đại
Chương trình đào tạo được mô tả trong văn bản thuộc ngành nào của Trường Đại học Công nghệ?,Chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng.,"Chương trình đào tạo được mô tả trong văn bản thuộc ngành Công nghệ thông tin của Trường Đại học Công nghệ, ĐHQGHN - Univeristy of Engineering and Technology. "
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng cần đạt trình độ tiếng Anh tối thiểu nào?,Trình độ 3/6 Khung năng lực ngoại ngữ Việt Nam.,Không biết
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng có được trang bị kiến thức về BIM không?,"Có, sinh viên được sử dụng thành thạo BIM.",Không biết
"Sau khi tốt nghiệp, sinh viên ngành Công nghệ Kỹ thuật Xây dựng có thể làm việc ở vị trí nào trong doanh nghiệp?","Cán bộ kỹ thuật, cán bộ thi công, giám sát các công trình và quản lý dự án.","Sinh viên ngành Công nghệ Kỹ thuật Xây dựng sau khi tốt nghiệp có thể làm việc ở vị trí tư vấn kỹ thuật, kỹ sư thiết kế, kỹ sư giám sát thi công, kỹ sư quản lý dự án, kỹ sư bảo"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể làm việc tại cơ quan nhà nước nào?,"Các cơ quan thuộc Bộ Xây dựng, Bộ Giao thông vận tải, các Ban Quản lý dự án, các Sở Xây dựng, Sở Giao thông vận tải.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể đảm nhiệm vị trí nào liên quan đến dự án?,"Chuyên gia tư vấn, giám sát, thanh tra, kiểm tra các dự án kỹ thuật hạ tầng.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể học lên bậc học nào?,"Thạc sĩ, nghiên cứu sinh.","Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể học lên bậc học sau đại học, cụ thể là:"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có thể học các chuyên ngành thạc sĩ nào?,Kỹ thuật xây dựng; Kỹ thuật xây dựng công trình thủy; Kỹ thuật xây dựng công trình biển; Kỹ thuật xây dựng công trình ngầm; Kỹ thuật xây dựng công trình giao thông; Kỹ thuật xây dựng công trình đặc biệt; Kỹ thuật cơ sở hạ tầng; Địa kỹ thuật xây dựng; Kinh tế xây dựng; Quản lý xây dựng.,- Kỹ thuật xây dựng
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có cần khả năng làm việc nhóm không?,"Có, sinh viên cần có khả năng làm việc độc lập, sáng tạo hoặc theo nhóm.",Có
"Sau khi tốt nghiệp, sinh viên ngành Công nghệ Kỹ thuật Xây dựng có khả năng tự học không?","Có, sinh viên có khả năng tự học, tự nghiên cứu và nâng cao trình độ.",Có
Chuẩn đầu ra nào của ngành Công nghệ Kỹ thuật Xây dựng liên quan đến đạo đức nghề nghiệp?,"PLO 10: Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện tính trung thực, chịu trách nhiệm cá nhân, hỗ trợ đồng nghiệp.",Không có thông tin trong ngữ cảnh về chuẩn đầu ra liên quan đến đạo đức nghề nghiệp. 
Mục tiêu của chương trình Công nghệ Kỹ thuật Xây dựng có bao gồm tư duy khởi nghiệp không?,"Có, chương trình hướng đến xây dựng năng lực tự học suốt đời và tư duy khởi nghiệp sáng tạo.",Không biết
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng có khả năng làm việc trong lĩnh vực giao thông không?,"Có, sinh viên có thể làm việc trong lĩnh vực giao thông và cơ sở hạ tầng.",Có
Vị trí công tác nào liên quan đến giảng dạy mà sinh viên ngành Công nghệ Kỹ thuật Xây dựng có thể đảm nhiệm?,"Cán bộ kỹ thuật, cán bộ giảng dạy, nghiên cứu trong lĩnh vực xây dựng, giao thông và kỹ thuật hạ tầng.","Giảng viên, nghiên cứu sinh về nhóm ngành Máy tính và Công nghệ thông tin"
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng có được trang bị kiến thức về phát triển bền vững không?,"Có, sinh viên được trang bị kiến thức về Kiến trúc, Phát triển bền vững và liên ngành trong lĩnh vực xây dựng.","Có, sinh viên ngành Công nghệ Kỹ thuật Xây dựng được trang bị kiến thức về phát triển bền vững. Theo mục tiêu của chương trình đào tạo, sinh viên không chỉ có kiến thức về kỹ thuật, công nghệ, thiết kế"
Tên tiếng Việt của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Công nghệ Thông tin,Information Technology
Tên tiếng Anh của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Information Technology,4 năm
Mã số ngành đào tạo Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,52480201,4 năm
Văn bằng tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Cử nhân,Cử nhân ngành Công nghệ Thông tin
Thời gian đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao lâu?,4 năm,Thời gian đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là 4 năm. 
Trường Đại học Công nghệ dự kiến tuyển sinh bao nhiêu sinh viên ngành Công nghệ Thông tin mỗi năm?,60 sinh viên/năm,Thời gian đào tạo ngành
Sinh viên tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ được trang bị những kiến thức nào?,Kiến thức cơ bản và chuyên sâu về Công nghệ Thông tin,- Kiến thức lý thuyết chuyên sâu trong lĩnh vực CNTT
Sinh viên tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ được trang bị những kỹ năng nào?,Kỹ năng thực hành cao trong hầu hết các lĩnh vực của Công nghệ Thông tin,"- Kỹ năng thực hành cao trong hầu hết các lĩnh vực của Công nghệ thông tin, giúp sinh viên dễ dàng hòa nhập và phát triển trong môi trường làm việc mới."
Chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ hướng tới mục tiêu thái độ nào cho sinh viên?,"Bồi dưỡng phẩm chất chính trị tốt, ý thức kỷ luật và đạo đức nghề nghiệp","Bồi dưỡng phẩm chất chính trị tốt, có ý thức tổ chức kỷ luật, có tác phong làm việc khoa học, nghiêm túc, có đạo đức nghề nghiệp về bảo vệ thông tin, bản quyền, có tinh thần làm"
Định hướng Công nghệ phần mềm trang bị cho sinh viên những kiến thức gì?,"Quy trình xây dựng, quản lý và bảo trì hệ thống phần mềm","- Kiến thức cơ bản và chuyên sâu về Công nghệ phần mềm: quy trình xây dựng, quản lý và bảo trì hệ thống phần mềm."
Định hướng Hệ thống thông tin trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về Hệ thống thông tin,"Trang bị kiến thức cơ bản và chuyên sâu về Hệ thống thông tin, đáp ứng các yêu cầu về nghiên cứu phát triển và ứng dụng công nghệ thông tin của xã hội; khả năng tham mưu, tư vấn và xây dựng được"
Định hướng Mạng và truyền thông máy tính trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về Mạng và truyền thông máy tính,- Kiến thức cơ bản và chuyên sâu về Mạng và truyền thông máy tính
Định hướng Khoa học máy tính và dịch vụ trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về máy tính và dịch vụ Công nghệ thông tin,- Kiến thức cơ bản và chuyên sâu về máy tính và dịch vụ Công nghệ thông tin
Hình thức tuyển sinh vào Trường Đại học Công nghệ như thế nào?,Theo quy định của Đại học Quốc gia Hà Nội.,Hình thức tuyển sinh: Theo quy định của Đại học Quốc gia Hà Nội. 
Mục tiêu chung về kiến thức của chương trình đào tạo ngành Công nghệ Thông tin tại trường Đại học Công nghệ là gì?,Trang bị các kiến thức cơ bản và chuyên sâu về Công nghệ Thông tin.,"Mục tiêu chung về kiến thức của chương trình đào tạo ngành Công nghệ Thông tin tại trường Đại học Công nghệ là trang bị cho sinh viên các kiến thức cơ bản và chuyên sâu về Công nghệ thông tin, cũng như được định hướng"
Trường Đại học Công nghệ hỗ trợ học bổng cho những đối tượng nào?,"Trường Đại học Công nghệ hỗ trợ học bổng cho nghiên cứu sinh (NCS) khóa QH-2022, QH-2023 và QH-2024.",Trường Đại học Công nghệ hỗ trợ học bổng cho các đối tượng sau:
Nghiên cứu sinh khóa QH-2022 và QH-2023 của Trường Đại học Công nghệ cần nộp những gì để được xét cấp học bổng duy trì?,Nghiên cứu sinh khóa QH-2022 và QH-2023 của Trường Đại học Công nghệ cần nộp báo cáo các kết quả nghiên cứu đã đạt được.,"Để được xét cấp học bổng duy trì, đề nghị NCS khóa QH-2022, QH-2023 đã được cấp học bổng của Trường Đại học Công nghệ cần nộp:"
Nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần nộp hồ sơ ở đâu?,"Nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần nộp hồ sơ tại Bộ phận tiếp người học, phòng Công tác sinh viên (P.104-E3).",Không biết
Nghiên cứu sinh khóa QH-2024 cần nộp bản scan hồ sơ học bổng của Trường Đại học Công nghệ đến địa chỉ email nào?,Nghiên cứu sinh khóa QH-2024 cần nộp bản scan hồ sơ học bổng đến địa chỉ email nthue153@vnu.edu.vn.,Không biết
Hồ sơ xin học bổng của nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ có cần công chứng bằng cử nhân và thạc sĩ không?,"Có, hồ sơ xin học bổng của nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần có bản photo công chứng bằng cử nhân và thạc sĩ trong vòng 06 tháng.","Có, hồ sơ xin học bổng của nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần phải công chứng bằng cử nhân và thạc sĩ trong vòng 06 tháng. "
Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ thạc sĩ là bao nhiêu?,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ thạc sĩ là 60.000.000 đồng/khóa học.,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ thạc sĩ là 60.000.000 đồng/khóa học. 
Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ cử nhân là bao nhiêu?,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ cử nhân là 80.000.000 đồng/khóa học.,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ cử nhân là 80.000.000 đồng/khóa học. 
Mức học bổng cấp lần đầu cho một NCS của Trường Đại học Công nghệ là bao nhiêu?,Mức học bổng cấp lần đầu cho một NCS của Trường Đại học Công nghệ là 20.000.000 đồng.,20
Nghiên cứu sinh cần nộp đơn xin hỗ trợ học bổng của Trường Đại học Công nghệ trước ngày nào?,Nghiên cứu sinh cần nộp đơn xin hỗ trợ học bổng của Trường Đại học Công nghệ trước ngày 14/02/2025.,Không biết
Phòng ban nào của Trường Đại học Công nghệ tiếp nhận đơn xin học bổng của NCS?,"Bộ phận tiếp người học, phòng Công tác sinh viên (P.104-E3) của Trường Đại học Công nghệ tiếp nhận đơn xin học bổng của NCS.","Phòng ban tiếp nhận đơn xin học bổng của NCS là Bộ phận tiếp người học, phòng Công tác sinh viên. "
Quyết định nào quy định về việc hỗ trợ học bổng cho NCS của Trường Đại học Công nghệ?,Quyết định số 975/QĐ-ĐT ngày 10/10/2018 quy định về việc hỗ trợ học bổng cho NCS của Trường Đại học Công nghệ.,- Căn cứ Quyết định số 975/QĐ-ĐT ngày 10/10/2018 về việc Ban hành Quy định về việc hỗ trợ học bổng cho NCS của Trường Đại học
"Văn bằng, chứng chỉ nào có thể chứng minh năng lực ngoại ngữ của NCS khi nộp hồ sơ học bổng tại Trường Đại học Công nghệ?","Bằng cử nhân hoặc thạc sĩ do cơ sở đào tạo nước ngoài cấp cho chương trình đào tạo toàn thời gian ở nước ngoài bằng ngôn ngữ phù hợp, hoặc bằng tốt nghiệp đại học/thạc sĩ ngành ngôn ngữ nước ngoài/sư phạm tiếng nước ngoài, hoặc chứng chỉ ngoại ngữ.","- 01 bản sao photo công chứng trong vòng 6 tháng đối với các văn bằng, chứng chỉ sau:"
Trường Đại học Công nghệ có thành lập hội đồng xét học bổng cho NCS không?,"Có, Trường Đại học Công nghệ có thành lập hội đồng xét học bổng cho NCS.",4 năm
Nghiên cứu sinh của Trường Đại học Công nghệ có thể tìm thấy mẫu đơn xin học bổng ở đâu?,Nghiên cứu sinh của Trường Đại học Công nghệ có thể tìm thấy mẫu đơn xin học bổng ở Phụ lục II.,Không biết
Thông báo về học bổng NCS được công bố bởi phòng ban nào của Trường Đại học Công nghệ?,Thông báo về học bổng NCS được công bố bởi Phòng Công tác sinh viên của Trường Đại học Công nghệ.,Không biết
Chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,152 tín chỉ.,152 tín chỉ
"Sinh viên ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức chung (chưa tính GDTC, GDQP-AN và Kỹ năng bổ trợ)?",34 tín chỉ.,26 tín chỉ
Sinh viên ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức theo lĩnh vực?,18 tín chỉ.,22 tín chỉ
Sinh viên ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức theo khối ngành?,9 tín chỉ.,10 tín chỉ
Sinh viên ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức theo nhóm ngành?,22 tín chỉ.,10 tín chỉ
Sinh viên ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức ngành?,69 tín chỉ.,10 tín chỉ
"Môn học ""Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1"" (PHI1004) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức chung.,Không biết
"Môn học ""Đại số"" (MAT1093) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức theo lĩnh vực.,Không biết
"Môn học ""Tín hiệu và hệ thống"" (ELT2035) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức theo khối ngành.,Không biết
"Môn học ""Toán học rời rạc"" (INT1050) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức theo nhóm ngành.,"Toán học rời rạc (INT1050) thuộc khối kiến thức theo nhóm ngành, cụ thể là khối kiến thức theo nhóm ngành có 21 môn học, bao gồm môn này và các môn khác như L"
"Môn học ""Lập trình nâng cao"" (INT2202) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức ngành (bắt buộc).,"Môn học ""Lập trình nâng cao"" (INT2202) thuộc khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ. "
"Môn học ""Phương pháp tính"" (MAT1099) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức ngành (bổ trợ).,Không biết
"Môn học ""Lý thuyết thông tin"" (INT2044) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Khối kiến thức ngành (tự chọn chung).,Không biết
Khóa luận tốt nghiệp ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ có bao nhiêu tín chỉ?,10 tín chỉ.,Không biết
"Môn học ""Kiểm thử và đảm bảo chất lượng phần mềm"" (INT3117) thuộc định hướng nào của chương trình đào tạo ngành Công nghệ Thông tin chất lượng cao tại Trường Đại học Công nghệ?",Công nghệ phần mềm.,- **Định hướng**: Công nghệ phần mềm
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần đạt trình độ ngoại ngữ tối thiểu nào?,Tối thiểu tương đương bậc 4 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể đảm nhiệm vị trí nào?,Lập trình viên hệ thống và cơ sở dữ liệu.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể đảm nhiệm vị trí nào khác?,"Chuyên viên phân tích, thiết kế, phát triển hệ thống.",Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể đảm nhiệm vị trí nào nữa?,"Quản trị mạng, chuyên viên an ninh mạng.",Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể học lên bậc học nào?,"Thạc sỹ, tiến sĩ.","Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể tiếp tục học bậc sau đại học các chuyên ngành thuộc lĩnh vực Công nghệ thông tin, Điện tử – Viễn thông; Nghiên"
Sinh viên ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có kỹ năng nào về ngoại ngữ?,Kỹ năng ngoại ngữ chuyên ngành ở mức có thể hiểu được các ý chính của một báo cáo hay bài phát biểu về các chủ đề quen thuộc trong công việc liên quan đến ngành được đào tạo.,Không biết
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể làm việc ở vị trí chuyên viên nào?,Chuyên viên kiểm thử phần mềm.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có thể làm việc ở vị trí chuyên viên nào khác?,Chuyên viên tư vấn dịch vụ công nghệ thông tin.,Sinh viên tốt nghiệp ngành Công nghệ Thông tin chương trình chất lượng cao sau khi tốt nghiệp có khả năng tham mưu tư vấn và có khả năng thực hiện nhiệm vụ với tư cách như một chuyên viên trong lĩnh vực công nghệ thông
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có phẩm chất đạo đức cá nhân nào?,Trung thực.,- Trung thực
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ cần có phẩm chất đạo đức nghề nghiệp nào?,Trách nhiệm với công việc.,- Trung thực
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có cần khả năng làm việc nhóm không?,"Có, sinh viên cần biết hợp tác với các thành viên khác trong nhóm.","Có, sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao của Trường Đại học Công nghệ có cần khả năng làm việc nhóm. Theo ngữ cảnh, sinh viên được trang bị kỹ năng làm việc theo nhóm, có tinh"
